
开始运行: pipeline_countdown.py
 切换到门店：Woolworths Christchurch Airport

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
[Egg] Woodland Eggs Free Range Size 7 Carton 10pack | 总价: 8.9|总数量：10pack | 单位价: 0.89 单位： ea | Promo: 1
 插入成功: Anchor Protein+ Lite Milk | $6.65 | Promo: 0
 插入成功: Karikaas Cultured & Churned Buttermilk | $6.85 | Promo: 0
 插入成功: Lewis Road Creamery Caramel Espresso Fresh Flavoured Milk | $4.79 | Promo: 0
 爬取 Meat @ store 81f807e9-1879-484c-b27e-ded56245c6a4
 正在访问: https://www.newworld.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=81f807e9-1879-484c-b27e-ded56245c6a4
没有弹窗按钮，或点击失败，跳过
 插入成功: NZ Premium Beef Mince | $21.99 | Promo: 1
 插入成功: Prime Beef Mince | $20.49 | Promo: 0
 插入成功: Beef Rump Steak | $28.29 | Promo: 0
 插入成功: Lamb Shoulder Chops | $19.49 | Promo: 0
 插入成功: NZ Beef Schnitzel | $25.99 | Promo: 1
 插入成功: Crumbed Beef Schnitzel | $25.99 | Promo: 1
 插入成功: NZ Stir Fry Beef | $28.99 | Promo: 1
 插入成功: NZ Diced Beef | $28.99 | Promo: 1
 插入成功: Lamb Leg Roast | $23.89 | Promo: 0
 插入成功: Beef Scotch Fillet Steak | $42.99 | Promo: 0
 插入成功: NZ Beef Porterhouse Steak | $36.99 | Promo: 0
 插入成功: Lamb Loin Chops | $28.99 | Promo: 0
 插入成功: Vacuum Packed Whole Lamb Leg | $23.89 | Promo: 0
 插入成功: Wilson Hellaby Corned Silverside | $17.89 | Promo: 0
 插入成功: Lamb Steak | $34.99 | Promo: 0
 插入成功: Beef Fillet Steak | $63.99 | Promo: 0
 插入成功: NZ Beef Bolar Roast | $26.49 | Promo: 0
 插入成功: Lamb Butterfly Leg Roasts | $40.99 | Promo: 0
 插入成功: Lamb Mince | $27.99 | Promo: 0
 插入成功: Lamb Drumsticks | $27.99 | Promo: 0
 插入成功: NZ Beef Topside Roast | $26.99 | Promo: 0
 插入成功: Unsliced Beef Fillet Steak | $63.99 | Promo: 0
 插入成功: NZ Tenderised Beef Steak | $27.99 | Promo: 1
 插入成功: Lamb Shanks (Knuckles) | $27.99 | Promo: 0
 插入成功: Topside Beef Mince | $26.49 | Promo: 0
 插入成功: Beef Minute Steak | $25.49 | Promo: 0
 插入成功: NZ Frenched Lamb Rack | $56.99 | Promo: 0
 插入成功: Beef Cheeks | $28.99 | Promo: 0
 插入成功: Beef Rump Roast | $27.29 | Promo: 0
 插入成功: Premium NZ Angus Pure Beef Mince | $31.99 | Promo: 0
 插入成功: NZ Lamb Boneless Rolled Forquarter | $29.99 | Promo: 0
 插入成功: NZ Beef Shin Meat | $23.99 | Promo: 0
 插入成功: Whole Beef Fillet | $47.99 | Promo: 0
 插入成功: Lamb Back Straps | $53.99 | Promo: 0
 插入成功: Beef Skirt Steak | $23.99 | Promo: 0
 插入成功: Fresh French Lamb Cutlets | $51.99 | Promo: 0
 插入成功: NZ Lamb Schnitzel | $32.49 | Promo: 0
 插入成功: Beef Sirloin Roast | $35.99 | Promo: 0
 插入成功: Diced Lamb | $40.49 | Promo: 0
 插入成功: Angus Beef Eye Fillet | $67.99 | Promo: 0
 插入成功: Beef Kebabs | $28.49 | Promo: 0
 插入成功: Mini Lamb Roast | $34.49 | Promo: 0
 插入成功: Lamb Kebabs | $36.49 | Promo: 0
 插入成功: Hellers Craft Beef & Caramelised Onion Smashed Burgers | $5.99 | Promo: 0
 插入成功: Pams Angus Beef Burger Patties | $11.99 | Promo: 0
NewWorld data successfully collected
====================================================================
Exception ignored in: <function Chrome.__del__ at 0x000001AB712887C0>
Traceback (most recent call last):
  File "C:\Python311\Lib\site-packages\undetected_chromedriver\__init__.py", line 843, in __del__
  File "C:\Python311\Lib\site-packages\undetected_chromedriver\__init__.py", line 798, in quit
OSError: [WinError 6] 句柄无效。
 pipeline_newworld.py 执行完成

开始运行: pipeline_paknsave.py
 爬取 Egg @ store 4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $7.99 | Promo: 0
✅ 插入成功: Sure As Eggs Mixed Grade Eggs | $7.29 | Promo: 0
✅ 插入成功: Woodland Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $5.99 | Promo: 1
✅ 插入成功: Farmer Brown Cage-Free Barn Size 6 Eggs | $8.99 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $7.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $14.99 | Promo: 0
✅ 插入成功: Sure As Eggs Size 7 Eggs | $7.49 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $11.79 | Promo: 0
✅ 插入成功: Quail Valley Free Range Mixed Grade Eggs | $10.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 6 Eggs | $5.99 | Promo: 0
✅ 插入成功: Farmer Brown Barn Size 6 Eggs | $9.49 | Promo: 1
✅ 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $5.49 | Promo: 0
✅ 插入成功: Bowalley Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: Bowalley Free Range Mixed Grade Eggs | $7.49 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $10.49 | Promo: 1
✅ 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $6.99 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $10.49 | Promo: 0
✅ 插入成功: Farmer Brown Free Range Large Size 7 Eggs | $11.29 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $5.29 | Promo: 0
✅ 插入成功: Farmer Brown Cage-Free Barn Size 7 Eggs | $8.79 | Promo: 1
✅ 插入成功: Woodland Free Range Grade 7 Eggs | $6.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $6.99 | Promo: 0
✅ 插入成功: Ewing Cage Free Barn Mixed Grade Eggs | $7.99 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $10.99 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $5.29 | Promo: 1
✅ 插入成功: New Day Free Range Size 7 Eggs | $9.99 | Promo: 0
✅ 插入成功: Zeagold Egg White Natural Protein | $13.95 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $5.49 | Promo: 1
✅ 插入成功: Ewing Cage Free Barn Mixed Grade Eggs | $11.99 | Promo: 1
✅ 插入成功: Henergy Cage-Free Size 6 Eggs | $9.99 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $5.49 | Promo: 0
✅ 插入成功: Pams Free Range Size 8 Eggs | $9.99 | Promo: 0
✅ 插入成功: Ewing Cage Free Barn Size 7 Eggs | $8.49 | Promo: 0
✅ 插入成功: Woodland Egg Whites | $8.79 | Promo: 0
✅ 插入成功: eg. Mixed Grade Free Range Eggs | $13.99 | Promo: 0
✅ 插入成功: New Day Free Range Size 6 Eggs | $15.79 | Promo: 0
 爬取 Milk @ store 4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Value Standard Milk | $4.29 | Promo: 0
✅ 插入成功: Value Standard Milk | $6.55 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $4.69 | Promo: 1
✅ 插入成功: Value Trim Milk | $4.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Standard Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $8.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $6.19 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $4.69 | Promo: 1
✅ 插入成功: Pams Lite Milk | $2.85 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $4.69 | Promo: 1
✅ 插入成功: Value Trim Milk | $6.55 | Promo: 0
✅ 插入成功: Pams Trim Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $6.65 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $3.45 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.79 | Promo: 0
✅ 插入成功: Anchor A2 Blue Milk | $7.39 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $3.59 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Meadow Fresh Original Milk | $1.55 | Promo: 0
✅ 插入成功: Meadow Fresh Cultured Buttermilk | $4.89 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $3.65 | Promo: 0
✅ 插入成功: Naturalea Organic Milk | $4.65 | Promo: 0
✅ 插入成功: Meadow Fresh Organic Original Fresh Milk | $7.39 | Promo: 0
✅ 插入成功: Puhoi Valley Fresh Non Homogenised Non Organic Milk | $6.75 | Promo: 0
✅ 插入成功: Lewis Road Creamery A2 Protein Homogenised Milk | $6.59 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Milk | $1.55 | Promo: 0
✅ 插入成功: Karikaas Cultured & Churned Buttermilk | $6.55 | Promo: 0
✅ 插入成功: Anchor Protein+ Lite Milk | $6.49 | Promo: 0
✅ 插入成功: Jones Family Farm A2 Milk | $8.49 | Promo: 1
✅ 插入成功: Lewis Road Creamery Caramel Espresso Fresh Flavoured Milk | $7.99 | Promo: 1
 爬取 Meat @ store 4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Prime Beef Mince | $18.99 | Promo: 1
✅ 插入成功: NZ Premium Beef Mince | $24.29 | Promo: 0
✅ 插入成功: Beef Rump Steak | $27.99 | Promo: 0
✅ 插入成功: Lamb Leg Roast | $22.49 | Promo: 0
✅ 插入成功: Lamb Shoulder Chops | $16.49 | Promo: 1
✅ 插入成功: NZ Beef Porterhouse Steak | $36.79 | Promo: 0
✅ 插入成功: Beef Scotch Fillet Steak | $43.79 | Promo: 0
✅ 插入成功: NZ Beef Schnitzel | $24.99 | Promo: 0
✅ 插入成功: Beef Soup Bones | $5.99 | Promo: 0
✅ 插入成功: Wilson Hellaby Corned Silverside | $17.49 | Promo: 0
✅ 插入成功: Lamb Loin Chops | $27.99 | Promo: 0
✅ 插入成功: Crumbed Beef Schnitzel | $24.99 | Promo: 0
✅ 插入成功: Beef Bones | $5.69 | Promo: 0
✅ 插入成功: NZ Beef Bolar Roast | $25.99 | Promo: 0
✅ 插入成功: Lamb Steak | $33.99 | Promo: 0
✅ 插入成功: NZ Beef Chuck Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Diced Beef | $29.89 | Promo: 0
✅ 插入成功: Lamb Shanks (Knuckles) | $19.99 | Promo: 0
✅ 插入成功: Beef Fillet Steak | $44.44 | Promo: 1
✅ 插入成功: Lamb Bones | $7.99 | Promo: 0
✅ 插入成功: Point End Brisket | $22.49 | Promo: 0
✅ 插入成功: NZ Beef Topside Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Roast | $25.99 | Promo: 0
✅ 插入成功: NZ Beef Shin Meat | $23.49 | Promo: 0
✅ 插入成功: NZ Cross Cut Beef Blade Steak | $24.49 | Promo: 0
✅ 插入成功: Beef Ribeye Steak On The Bone | $36.79 | Promo: 0
✅ 插入成功: Lamb Drumsticks | $25.99 | Promo: 0
✅ 插入成功: NZ Beef T Bone Steak | $39.99 | Promo: 0
✅ 插入成功: Beef Shin On Bone | $18.69 | Promo: 0
✅ 插入成功: NZ Lamb Spare Ribs | $19.99 | Promo: 0
✅ 插入成功: Unsliced Beef Fillet Steak | $44.44 | Promo: 1
✅ 插入成功: Beef Skirt Steak | $22.99 | Promo: 0
✅ 插入成功: Lamb Kidneys | $28.99 | Promo: 0
✅ 插入成功: Green Meadows Angus Beef + Cheese Burgers | $10.99 | Promo: 1
✅ 插入成功: Diced Lamb | $37.69 | Promo: 0
✅ 插入成功: NZ Lamb Neck Chops | $20.99 | Promo: 0
✅ 插入成功: Fresh French Lamb Cutlets | $59.99 | Promo: 0
✅ 插入成功: Harris Farms Beef and Pork Mince | $10.45 | Promo: 0
 爬取 Egg @ store 61dd754e-8525-4b9e-9e08-173389eea8a8
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=61dd754e-8525-4b9e-9e08-173389eea8a8
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $7.99 | Promo: 0
✅ 插入成功: Sure As Eggs Mixed Grade Eggs | $7.29 | Promo: 0
✅ 插入成功: Woodland Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: Farmer Brown Cage-Free Barn Size 6 Eggs | $6.79 | Promo: 1
✅ 插入成功: Sure As Eggs Size 7 Eggs | $7.49 | Promo: 0
✅ 插入成功: Bowalley Free Range Mixed Grade Eggs | $7.49 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $10.49 | Promo: 1
✅ 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $6.99 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $10.49 | Promo: 0
✅ 插入成功: Farmer Brown Free Range Large Size 7 Eggs | $11.29 | Promo: 0
✅ 插入成功: Farmer Brown Cage-Free Barn Size 7 Eggs | $8.79 | Promo: 1
✅ 插入成功: Farmer Brown Free Range Mixed Grade Eggs | $7.99 | Promo: 1
✅ 插入成功: Pams Free Range Free Range Size 6 Eggs | $9.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $6.99 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $10.99 | Promo: 0
✅ 插入成功: Zeagold Egg White Natural Protein | $13.95 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $5.29 | Promo: 1
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $5.49 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Size 7 Eco Eggs | $8.79 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Animal Welfare Mixed Grade Eggs | $13.49 | Promo: 1
✅ 插入成功: Farmer Brown Barn Eggs Size 8 | $6.29 | Promo: 0
✅ 插入成功: Pams Free Range Size 6 Eggs | $5.79 | Promo: 0
✅ 插入成功: Pams Free Range Size 8 Eggs | $6.49 | Promo: 0
✅ 插入成功: Woodland Egg Whites | $8.79 | Promo: 0
 爬取 Milk @ store 61dd754e-8525-4b9e-9e08-173389eea8a8
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=61dd754e-8525-4b9e-9e08-173389eea8a8
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Value Standard Milk | $4.29 | Promo: 0
✅ 插入成功: Value Standard Milk | $6.55 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $4.49 | Promo: 1
✅ 插入成功: Value Trim Milk | $4.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Lite Milk | $4.95 | Promo: 0
✅ 插入成功: Pams Standard Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $8.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $6.19 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $5.49 | Promo: 0
✅ 插入成功: Pams Lite Milk | $2.85 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $5.49 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $1.55 | Promo: 0
✅ 插入成功: Value Trim Milk | $6.55 | Promo: 0
✅ 插入成功: Pams Trim Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $6.65 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $3.45 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.79 | Promo: 0
✅ 插入成功: Anchor A2 Blue Milk | $7.39 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $3.59 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Meadow Fresh Original Milk | $1.55 | Promo: 0
✅ 插入成功: Meadow Fresh Cultured Buttermilk | $4.89 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $3.65 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $1.55 | Promo: 0
✅ 插入成功: Naturalea Organic Milk | $4.65 | Promo: 0
✅ 插入成功: Anchor A2 Lite Milk | $7.39 | Promo: 0
✅ 插入成功: Meadow Fresh Organic Original Fresh Milk | $7.39 | Promo: 0
✅ 插入成功: Puhoi Valley Fresh Non Homogenised Non Organic Milk | $6.75 | Promo: 0
✅ 插入成功: Lewis Road Creamery A2 Protein Homogenised Milk | $6.59 | Promo: 0
✅ 插入成功: Lewis Road Creamery Homogenised Jersey Milk | $6.45 | Promo: 0
✅ 插入成功: Lewis Road Creamery Non-Homogenised Jersey Milk | $6.45 | Promo: 0
✅ 插入成功: Karikaas Cultured & Churned Buttermilk | $6.55 | Promo: 0
✅ 插入成功: Lewis Road Creamery Rocky Road Fresh Flavoured Milk | $3.89 | Promo: 1
✅ 插入成功: Puhoi Valley Black Forest Milk with Real Chocolate | $4.25 | Promo: 0
✅ 插入成功: Puhoi Valley Black Forest Milk With Real Chocolate | $6.79 | Promo: 1
 爬取 Meat @ store 61dd754e-8525-4b9e-9e08-173389eea8a8
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=61dd754e-8525-4b9e-9e08-173389eea8a8
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Prime Beef Mince | $20.29 | Promo: 0
✅ 插入成功: NZ Premium Beef Mince | $20.99 | Promo: 1
✅ 插入成功: Beef Rump Steak | $27.99 | Promo: 0
✅ 插入成功: Lamb Leg Roast | $21.99 | Promo: 0
✅ 插入成功: Bulk Beef Steak Mince | $19.29 | Promo: 0
✅ 插入成功: Lamb Shoulder Chops | $16.49 | Promo: 1
✅ 插入成功: NZ Beef Porterhouse Steak | $36.79 | Promo: 0
✅ 插入成功: Beef Scotch Fillet Steak | $42.79 | Promo: 0
✅ 插入成功: Bulk Lamb Shoulder Chops | $16.49 | Promo: 1
✅ 插入成功: NZ Beef Schnitzel | $19.99 | Promo: 1
✅ 插入成功: Wilson Hellaby Corned Silverside | $17.49 | Promo: 0
✅ 插入成功: Lamb Loin Chops | $27.99 | Promo: 0
✅ 插入成功: Harris Farms Corned Silverside Beef | $17.49 | Promo: 0
✅ 插入成功: Crumbed Beef Schnitzel | $19.99 | Promo: 1
✅ 插入成功: Bulk Beef Rump Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Beef Bolar Roast | $25.99 | Promo: 0
✅ 插入成功: Lamb Steak | $33.99 | Promo: 0
✅ 插入成功: Bulk Porterhouse Steak | $35.79 | Promo: 0
✅ 插入成功: Bulk Beef Chuck Stewing Steak | $25.99 | Promo: 0
✅ 插入成功: Lamb Mince | $26.29 | Promo: 0
✅ 插入成功: Lamb Shanks (Knuckles) | $18.99 | Promo: 0
✅ 插入成功: Beef Fillet Steak | $49.99 | Promo: 0
✅ 插入成功: Beef Rolled Rib Roast Plain | $19.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Roast | $25.99 | Promo: 0
✅ 插入成功: Bulk Beef Schnitzel | $19.99 | Promo: 1
✅ 插入成功: Bulk Beef Ribeye Steak | $41.79 | Promo: 0
✅ 插入成功: NZ Lambs Fry | $13.99 | Promo: 0
✅ 插入成功: Bulk Beef Topside Steak | $25.99 | Promo: 0
✅ 插入成功: Beef Ribeye Steak On The Bone | $36.79 | Promo: 0
✅ 插入成功: Beef Danish Roast | $19.99 | Promo: 0
✅ 插入成功: Lamb Drumsticks | $25.99 | Promo: 0
✅ 插入成功: Lamb Hearts | $12.99 | Promo: 0
✅ 插入成功: New York Cut Beef Rump Steak | $27.99 | Promo: 0
✅ 插入成功: NZ Beef T Bone Steak | $39.99 | Promo: 0
✅ 插入成功: Beef Shin On Bone | $19.99 | Promo: 0
✅ 插入成功: Beef Minute Steak | $24.49 | Promo: 0
✅ 插入成功: Lamb Kidneys | $15.99 | Promo: 0
✅ 插入成功: Fast Fry Beef Porterhouse Steak | $36.79 | Promo: 0
✅ 插入成功: Beef Casserole Steak | $20.99 | Promo: 0
✅ 插入成功: Lamb Semi-Boned Forequarter | $25.99 | Promo: 0
✅ 插入成功: Angus Beef Rump | $32.49 | Promo: 0
✅ 插入成功: Beef Trout | $19.99 | Promo: 0
✅ 插入成功: Point End Wagyu Brisket | $28.49 | Promo: 0
✅ 插入成功: Harmony Organic Beef Tallow | $18.99 | Promo: 0
✅ 插入成功: Hellers Craft Ol Smokey Beef & Brisket Smashed Burgers | $3.99 | Promo: 1
✅ 插入成功: Harmony Lamb & Herb Butterflied Leg | $17.49 | Promo: 0
 爬取 Egg @ store 8cd700ae-d96f-4761-bd7a-805d6b93536d
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=8cd700ae-d96f-4761-bd7a-805d6b93536d
✅ 插入成功: Sure As Eggs Mixed Grade Eggs | $7.29 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $8.69 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $6.99 | Promo: 1
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $11.79 | Promo: 0
✅ 插入成功: Quail Valley Free Range Mixed Grade Eggs | $10.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 6 Eggs | $5.99 | Promo: 0
✅ 插入成功: Bowalley Free Range Mixed Grade Eggs | $7.49 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $6.99 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: Farmer Brown Cage-Free Barn Size 7 Eggs | $8.79 | Promo: 1
✅ 插入成功: Woodland Free Range Grade 7 Eggs | $6.49 | Promo: 0
✅ 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $14.99 | Promo: 0
✅ 插入成功: Zeagold Egg White Natural Protein | $13.95 | Promo: 0
✅ 插入成功: Henergy Cage-Free A Grade Size 7 Eggs | $9.99 | Promo: 0
✅ 插入成功: Pams Cage-Free Size 6 Barn Eggs | $8.49 | Promo: 0
✅ 插入成功: Pams Cage-Free Size 7 Barn Eggs | $8.99 | Promo: 0
✅ 插入成功: New Day Free Range Size 6 Eggs | $15.79 | Promo: 0
 爬取 Milk @ store 8cd700ae-d96f-4761-bd7a-805d6b93536d
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=8cd700ae-d96f-4761-bd7a-805d6b93536d
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Value Standard Milk | $4.29 | Promo: 0
✅ 插入成功: Value Standard Milk | $6.55 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $4.49 | Promo: 1
✅ 插入成功: Value Trim Milk | $4.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Lite Milk | $4.95 | Promo: 0
✅ 插入成功: Pams Standard Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $8.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $6.19 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $4.49 | Promo: 1
✅ 插入成功: Pams Lite Milk | $2.85 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $4.49 | Promo: 1
✅ 插入成功: Meadow Fresh Original Fresh Milk | $1.55 | Promo: 0
✅ 插入成功: Value Trim Milk | $6.55 | Promo: 0
✅ 插入成功: Pams Trim Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $6.65 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $3.45 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.79 | Promo: 0
✅ 插入成功: Anchor A2 Blue Milk | $7.39 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $3.59 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Meadow Fresh Cultured Buttermilk | $4.89 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $3.65 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $1.55 | Promo: 0
✅ 插入成功: Naturalea Organic Milk | $4.65 | Promo: 0
✅ 插入成功: Meadow Fresh Organic Original Fresh Milk | $7.39 | Promo: 0
✅ 插入成功: Puhoi Valley Fresh Non Homogenised Non Organic Milk | $6.75 | Promo: 0
✅ 插入成功: Puhoi Valley Black Forest Milk with Real Chocolate | $4.25 | Promo: 0
✅ 插入成功: Puhoi Valley Black Forest Milk With Real Chocolate | $6.79 | Promo: 1
 爬取 Meat @ store 8cd700ae-d96f-4761-bd7a-805d6b93536d
